NAME,PUBLIC GALLERY NAME,LOCATION,OS TYPE,ARCHITECTURE,SECURITY TYPE,OS STATE,RESOURCE ID,LOCATION ID,KIND,RESOURCE TYPE,TYPE,
"1804gen2gpucontainerd (CanadaCentral/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Canada Central","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/CanadaCentral/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","canadacentral","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (CanadaEast/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Canada East","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/CanadaEast/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","canadaeast","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (CentralIndia/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Central India","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/CentralIndia/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","centralindia","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (CentralUSEUAP/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","centraluseuap","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/CentralUSEUAP/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","centraluseuap","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (EastUS2EUAP/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","eastus2euap","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/EastUS2EUAP/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","eastus2euap","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (FranceCentral/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","France Central","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/FranceCentral/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","francecentral","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (FranceSouth/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","France South","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/FranceSouth/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","francesouth","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (GermanyNorth/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Germany North","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/GermanyNorth/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","germanynorth","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (GermanyWestCentral/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Germany West Central","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/GermanyWestCentral/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","germanywestcentral","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (IsraelCentral/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Israel Central","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/IsraelCentral/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","israelcentral","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (ItalyNorth/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Italy North","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/ItalyNorth/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","italynorth","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (JioIndiaCentral/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Jio India Central","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/JioIndiaCentral/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","jioindiacentral","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (JioIndiaWest/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Jio India West","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/JioIndiaWest/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","jioindiawest","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (KoreaCentral/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Korea Central","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/KoreaCentral/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","koreacentral","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (KoreaSouth/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","Korea South","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/KoreaSouth/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","koreasouth","","microsoft.compute/locations/communitygalleries/images","Community image"
"1804gen2gpucontainerd (MalaysiaSouth/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/1804gen2gpucontainerd)","AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2","malaysiasouth","Linux","x64","Standard","Generalized","/providers/Microsoft.Compute/locations/MalaysiaSouth/CommunityGalleries/AKSUbuntu-38d80f77-467a-481f-a8d4-09b6d4220bd2/Images/1804gen2gpucontainerd","malaysiasouth","","microsoft.compute/locations/communitygalleries/images","Community image"
